gameId;gameDuration;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills;winner
3325663188;1469;2;1;1;1;1;0;1;1;0;0;0;0;1
3327487116;1543;1;2;2;2;2;2;0;0;0;1;3;1;2
3331653671;2149;1;1;1;0;1;1;0;4;1;0;0;0;1
3320571127;2050;1;1;1;1;2;0;1;1;0;0;2;0;1
3326233952;2131;2;2;2;2;1;0;0;2;0;1;1;0;2
3320571491;2039;2;1;2;2;1;1;0;2;1;1;1;0;2
3310530097;2600;2;2;1;1;1;2;2;4;0;0;0;1;1
3330689896;1761;1;1;1;1;2;0;1;2;0;0;2;0;1
3304939953;1534;1;1;1;0;1;1;0;3;1;0;0;0;1
3296306866;1226;1;2;2;0;2;2;0;0;0;0;2;1;2
3323496212;1873;1;2;2;2;2;0;0;0;0;1;3;0;2
3304030176;1695;1;1;1;2;2;0;0;1;0;1;1;0;1
3324925505;2243;1;1;2;1;1;0;1;3;0;0;0;0;1
3225725905;1604;1;1;1;1;2;1;1;1;1;0;2;0;1
3324239752;1861;2;2;2;2;2;0;0;1;0;1;1;0;2
3326047211;2280;1;1;1;1;1;2;2;4;0;0;0;1;1
3322398507;2372;1;1;2;2;2;1;0;0;1;2;4;0;2
3323959835;1810;2;2;0;1;2;0;1;1;0;0;1;0;1
3313277570;1725;1;2;2;0;2;0;0;0;0;0;2;0;2
3238320164;2615;1;1;2;2;2;0;0;1;0;1;2;0;2
3329961731;1923;2;1;1;1;2;0;1;2;0;0;1;0;1
3326343190;1233;1;1;1;0;1;0;0;2;0;0;0;0;1
3308713607;1771;2;1;1;1;1;0;1;3;0;0;0;0;1
3288402128;1161;1;1;1;0;1;0;0;1;0;0;0;0;1
3315759621;1660;1;1;1;1;1;0;1;2;0;0;0;0;1
3317001937;1760;1;1;2;2;1;1;0;1;1;1;2;0;2
3314035078;1906;1;2;1;1;1;1;2;4;1;0;0;0;1
3315934285;1289;2;2;0;0;2;0;0;0;0;0;2;0;2
3327839556;1522;2;1;1;1;1;0;1;2;0;0;0;0;1
3301879852;3288;2;1;1;1;2;1;3;2;1;0;4;0;2
3246799766;192;1;0;0;0;0;0;0;0;0;0;0;0;1
3233469276;948;2;1;0;0;0;0;0;0;0;0;0;0;1
3264123009;1500;1;2;2;2;2;1;0;0;1;1;2;0;2
3221218999;1324;2;2;2;0;2;2;0;0;0;0;2;1;2
3329172827;1861;1;1;1;1;1;1;1;3;1;0;1;0;1
3331509281;930;2;1;0;0;2;0;0;0;0;0;1;0;2
3327364299;2845;2;1;1;2;2;0;0;2;0;2;2;0;1
3329302998;2229;2;1;2;2;2;0;0;1;0;1;3;0;2
3308358422;2136;2;1;1;0;2;1;0;3;1;0;1;0;1
3322734650;1330;2;1;1;0;1;0;0;1;0;0;0;0;1
3321518451;1366;1;2;0;0;2;0;0;0;0;0;1;0;2
3327218687;1872;1;1;2;2;2;0;0;0;0;2;3;0;2
3327581606;2310;2;2;1;1;1;1;1;1;1;0;3;0;1
3331184032;1438;1;1;1;1;1;1;1;1;1;0;1;0;1
3219978764;2202;2;1;1;1;1;1;1;3;1;0;0;0;1
3267213499;1351;2;2;0;0;2;0;0;0;0;0;2;0;2
3322707545;1400;2;2;0;0;2;0;0;0;0;0;2;0;2
3302106475;1675;1;2;2;0;1;0;0;2;0;0;1;0;2
3235294598;1379;2;2;1;1;1;0;1;2;0;0;0;0;1
3329680020;2463;1;2;2;1;1;2;1;2;0;1;2;1;2
3330475059;1367;1;1;1;0;1;0;0;1;0;0;0;0;1
3323865742;2114;2;1;1;1;1;0;1;2;0;0;1;0;1
3313178613;2311;1;2;2;2;2;0;0;0;0;1;3;0;2
3321021689;1784;1;1;0;2;1;0;0;2;0;1;1;0;2
3329116990;3072;1;2;2;2;2;0;0;0;0;2;5;0;2
3319301422;935;2;2;0;0;0;0;0;0;0;0;0;0;2
3273969038;2396;1;1;2;2;2;0;0;2;0;2;2;0;2
3327930981;1146;2;1;1;0;1;0;0;2;0;0;0;0;1
3320765224;2276;1;1;2;0;2;0;0;1;0;0;2;0;2
3321085501;2700;2;2;1;2;2;0;0;1;0;1;3;0;1
3284885837;208;1;0;0;0;0;0;0;0;0;0;0;0;1
3319410490;1672;2;2;2;0;2;0;0;0;0;0;2;0;2
3222173823;1960;2;2;2;0;1;0;0;1;0;0;2;0;2
3329059618;1703;2;2;1;1;1;2;1;1;0;0;2;1;1
3322300709;1631;2;2;2;2;2;2;0;0;0;1;3;1;2
3315005993;2166;1;2;2;2;2;0;0;0;0;1;3;0;2
3328235024;1367;1;1;1;0;1;1;0;1;1;0;0;0;1
3325899099;1781;1;2;2;0;2;2;0;0;0;0;4;1;2
3322411139;2526;2;1;1;1;1;0;2;2;0;0;2;0;1
3317568621;1574;1;2;1;0;1;1;0;2;1;0;0;0;1
3278485058;1315;1;1;0;0;1;0;0;1;0;0;0;0;1
3323450176;2236;2;2;1;2;1;2;0;4;0;2;1;1;1
3329355820;1647;1;1;2;2;1;0;0;1;0;1;2;0;2
3329523242;1400;1;1;1;1;1;1;1;1;1;0;0;0;1
3300523019;1592;1;2;1;0;1;0;0;2;0;0;0;0;1
3260960194;1489;2;1;1;1;1;2;1;3;0;0;0;1;1
3330029652;2286;1;1;1;2;2;1;0;1;1;2;3;0;2
3283544172;1550;1;1;1;1;1;0;1;1;0;0;1;0;1
3313865303;2018;2;2;1;1;2;2;2;0;0;0;4;1;1
3326688250;2378;2;2;2;2;2;2;0;0;0;1;5;1;2
3228575167;911;1;1;0;0;0;0;0;0;0;0;0;0;1
3328059536;2047;1;2;1;1;2;1;1;1;1;0;2;0;1
3320779522;1955;1;2;2;1;1;2;1;3;0;0;1;1;1
3292256236;1574;2;2;2;2;1;0;0;1;0;1;1;0;2
3285648979;2083;1;1;2;0;2;0;0;1;0;0;2;0;2
3319744291;1748;2;1;1;0;1;0;0;2;0;0;0;0;1
3233271653;1693;2;1;2;2;2;0;0;0;0;1;2;0;2
3328257946;1255;1;1;1;0;1;1;0;1;1;0;0;0;1
3318631365;1842;1;2;2;0;1;2;0;2;0;0;2;1;2
3330134561;1619;2;1;1;0;0;0;0;0;0;0;0;0;1
3329879618;1552;1;2;2;2;2;2;0;0;0;1;2;1;2
3315337879;1359;1;1;1;0;1;0;0;2;0;0;0;0;1
3324357625;1597;2;2;2;0;2;0;0;0;0;0;1;0;2
3319890638;2377;2;2;2;1;2;0;1;0;0;0;4;0;2
3319065982;2121;2;1;2;1;2;0;1;0;0;0;4;0;2
3327210456;3328;1;2;1;2;1;0;1;3;0;1;2;0;1
3220489176;1948;2;1;1;0;1;0;0;3;0;0;0;0;1
3329988115;2560;1;2;1;1;1;0;1;2;0;0;1;0;1
3218051336;1726;1;1;1;1;1;1;1;3;1;0;0;0;1
3273955910;2494;2;2;1;1;2;2;1;0;0;1;4;1;1
3306378109;1932;1;2;2;2;2;1;0;0;1;2;3;0;2
3325854973;2149;2;2;1;1;2;1;2;1;1;0;3;0;1
3321667006;1729;1;2;2;0;2;0;0;1;0;0;1;0;2
3290591993;1873;2;2;2;0;1;0;0;2;0;0;1;0;2
3317891706;2898;1;2;1;0;2;0;0;1;0;0;3;0;1
3317698956;2100;1;1;2;0;1;0;0;3;0;0;0;0;2
3306848074;2048;2;2;2;2;2;1;0;0;1;2;4;0;2
3325741387;1670;2;2;1;1;2;2;1;1;0;0;2;1;1
3325298155;2100;1;1;2;1;2;1;1;1;1;0;3;0;2
3329216618;1755;2;1;1;0;1;1;0;2;1;0;0;0;1
3325562798;1819;2;2;1;2;2;0;0;2;0;1;2;0;1
3276082388;1412;1;1;1;1;1;1;1;2;1;0;0;0;1
3283697742;1579;1;1;1;0;1;2;0;2;0;0;0;1;1
3228196248;1299;2;1;1;0;1;0;0;2;0;0;0;0;1
3328076986;2299;1;1;2;0;1;0;0;2;0;0;1;0;2
3323442409;2075;1;1;1;1;1;1;1;3;1;0;0;0;1
3319441119;1869;1;1;2;0;2;0;0;0;0;0;2;0;2
3263331345;2295;1;1;1;2;1;1;0;3;1;1;1;0;2
3326346692;1135;1;1;1;0;1;0;0;2;0;0;0;0;1
3230623742;3025;2;1;2;1;2;0;1;4;0;0;1;0;2
3324155100;1688;2;2;1;1;2;2;1;2;0;0;1;1;1
3318820361;1230;1;1;0;0;1;1;0;1;1;0;1;0;1
3275942117;2507;2;2;1;2;2;0;1;3;0;1;1;0;1
3250588648;1997;1;2;2;2;2;2;0;0;0;1;2;1;2
3319715822;1876;2;2;2;2;2;2;0;0;0;1;3;1;2
3330134587;2685;1;2;1;1;2;2;2;0;0;1;4;1;2
3243187691;1770;2;2;2;2;2;2;0;0;0;1;4;1;2
3319504763;2675;1;1;1;1;1;2;1;3;0;1;1;1;1
3313871700;2331;1;2;1;1;2;0;1;0;0;0;2;0;1
3328007564;1557;2;2;2;2;2;2;0;0;0;1;3;1;2
3288405925;1353;1;1;1;1;1;1;1;3;1;0;0;0;1
3331121626;2505;2;1;2;1;1;0;2;2;0;1;2;0;2
3264021701;2315;2;2;2;2;2;0;0;1;0;1;4;0;2
3272272302;1413;2;2;2;0;2;2;0;0;0;0;1;1;2
3300517697;1592;1;1;1;0;1;0;0;1;0;0;1;0;2
3327231780;2310;1;1;2;2;2;2;0;2;0;2;2;1;2
3262821388;1637;1;1;1;0;0;0;0;0;0;0;0;0;1
3330161935;1722;2;1;1;1;1;1;1;3;1;0;0;0;1
3255360670;1658;2;2;2;2;2;0;0;0;0;1;3;0;2
3301391824;1488;1;2;2;2;2;2;0;0;0;1;3;1;2
3326857244;1349;1;1;1;0;1;1;0;1;1;0;0;0;1
3308173394;1837;1;1;1;0;1;0;0;1;0;0;1;0;1
3324583766;2077;1;2;2;1;2;1;1;0;1;0;4;0;2
3286830044;2544;1;1;2;1;2;2;2;3;0;0;2;1;1
3321180520;1788;2;1;1;1;1;1;1;3;1;0;0;0;1
3324574640;1768;2;1;2;1;1;1;1;3;1;0;0;0;2
3331074547;1767;1;2;1;1;2;2;1;1;0;0;2;1;1
3301419496;1921;1;2;2;1;1;2;1;2;0;1;1;1;2
3251769268;1474;2;1;1;1;2;0;1;1;0;0;1;0;1
3270340382;1897;2;2;2;2;1;2;0;1;0;1;3;1;2
3327749176;2597;1;1;2;2;1;1;0;3;1;1;2;0;2
3313524001;1702;2;2;1;1;2;1;1;1;1;0;2;0;1
3224911519;2564;1;1;2;1;2;1;1;0;1;1;4;0;2
3330156484;1786;2;2;2;0;2;0;0;0;0;0;3;0;2
3328312961;1531;2;2;2;2;2;2;0;0;0;1;3;1;2
3319265700;1356;1;2;0;0;2;0;0;0;0;0;1;0;2
3269653607;1468;1;2;0;0;2;0;0;0;0;0;2;0;2
3260906125;1504;2;1;1;0;2;1;0;1;1;0;1;0;1
3328785302;2275;2;2;2;1;2;2;1;0;0;1;5;1;2
3223703864;1398;1;2;2;0;2;1;0;0;1;0;2;0;2
3322654390;2228;1;2;0;2;1;2;0;3;0;1;1;1;2
3328234136;2196;2;2;2;2;1;0;0;1;0;1;3;0;2
3325627631;1298;1;1;1;0;0;1;0;0;1;0;0;0;1
3284532496;2114;1;1;2;1;2;1;1;0;1;0;4;0;2
3272381153;1898;2;2;2;0;2;0;0;0;0;0;3;0;2
3326082621;2043;2;1;2;2;1;2;0;2;0;1;2;1;2
3311958899;2000;1;2;2;2;2;2;0;0;0;1;4;1;2
3312573466;1947;2;2;2;2;2;0;0;0;0;1;2;0;2
3312431187;2584;2;1;1;0;1;0;0;3;0;0;0;0;1
3302194558;1515;2;1;1;0;1;1;0;2;1;0;0;0;1
3251662809;1808;1;1;1;1;1;0;1;2;0;0;0;0;1
3326240768;1336;1;1;0;0;1;2;0;1;0;0;0;1;2
3318103812;2139;1;1;1;1;1;1;2;3;1;0;1;0;1
3301012424;1970;1;1;1;1;1;0;1;4;0;0;0;0;1
3267392992;1727;1;1;1;0;1;1;0;1;1;0;2;0;1
3267391330;2874;2;1;2;1;2;0;1;2;0;1;3;0;1
3269018594;1699;1;1;1;1;1;0;1;3;0;0;0;0;1
3328964815;3144;1;2;2;2;2;0;1;4;0;2;1;0;2
3302107954;2409;2;2;2;0;2;0;0;2;0;0;2;0;2
3319750527;1249;2;2;0;0;2;0;0;0;0;0;1;0;2
3327854927;1526;1;1;0;2;2;0;0;0;0;1;3;0;2
3330005841;1859;1;2;2;0;2;0;0;0;0;0;1;0;2
3327312174;2259;1;1;1;1;1;1;1;4;1;1;0;0;2
3311878126;2617;2;2;2;2;2;0;0;1;0;1;4;0;1
3327750180;1850;2;1;1;1;1;2;1;3;0;0;0;1;1
3313101016;1811;1;2;2;1;2;0;1;2;0;0;2;0;2
3328394869;1780;2;1;1;1;1;0;2;3;0;0;0;0;1
3303374774;201;1;0;0;0;0;0;0;0;0;0;0;0;1
3319414022;1801;1;2;2;2;2;2;0;0;0;1;3;1;2
3327719813;1233;2;2;0;0;2;2;0;0;0;0;2;1;2
3250489148;1769;2;2;2;0;1;0;0;1;0;0;2;0;2
3268526507;1773;2;2;2;2;2;2;0;1;0;1;1;1;1
3328159295;1722;1;2;1;0;1;0;0;2;0;0;0;0;1
3318805980;1600;2;1;1;1;2;1;1;0;1;0;1;0;1
3268995334;2122;1;1;1;0;2;2;0;1;0;0;3;1;1
3320709530;1585;2;2;1;1;2;2;1;1;0;0;1;1;1
3302460478;1793;1;1;1;1;1;1;1;3;1;0;0;0;1
3328089735;2237;1;2;2;1;2;0;1;0;0;0;3;0;2
3317176408;1158;1;1;1;0;2;0;0;0;0;0;1;0;1
3326483498;2524;2;1;2;1;1;0;2;1;0;0;3;0;2
3317905544;2196;2;1;2;2;1;2;0;2;0;2;2;1;2
3294950911;2059;1;1;2;2;2;0;0;1;0;1;2;0;2
3323672407;1776;2;1;1;0;2;1;0;3;1;0;1;0;1
3315734875;2174;1;1;1;2;2;2;0;2;0;1;2;1;1
3328387679;2167;2;2;2;2;2;1;1;1;1;1;2;0;1
3268456088;1254;1;1;1;0;1;0;0;1;0;0;0;0;1
3326636755;2012;2;2;1;2;2;1;0;1;1;1;1;0;2
3323845047;2196;1;1;2;1;1;0;1;1;0;0;1;0;1
3327944229;1789;1;2;2;2;1;1;0;1;1;1;2;0;2
3316921960;2065;2;1;1;0;1;0;0;2;0;0;0;0;1
3322474567;1656;1;1;1;0;1;1;0;3;1;0;0;0;1
3319758452;2260;2;2;2;2;1;1;1;1;1;1;2;0;1
3325673179;1800;2;1;2;0;2;0;0;0;0;0;2;0;2
3322820449;1568;1;2;2;0;1;0;0;1;0;0;1;0;2
3329720081;2393;1;1;1;1;1;1;2;3;1;0;0;0;1
3322401093;2023;1;1;1;1;1;1;1;4;1;0;0;0;1
3270417825;1508;2;2;2;2;2;0;0;0;0;1;2;0;2
3306370662;1683;1;2;2;2;2;2;0;1;0;1;1;1;2
3317423113;2120;1;2;1;0;2;0;0;1;0;0;2;0;1
3326082547;1636;2;2;2;2;2;2;0;0;0;1;2;1;2
3268177018;2540;1;1;1;2;1;0;1;5;0;1;0;0;1
3329055593;1475;2;2;1;1;2;2;1;1;0;0;2;1;1
3264282808;3548;1;2;2;2;1;1;0;3;1;1;2;0;1
3326077834;2106;2;1;1;2;1;1;0;1;1;1;2;0;2
3330226790;1874;2;2;1;0;2;2;0;2;0;0;2;1;1
3282320058;2045;2;2;2;2;1;2;0;2;0;1;1;1;2
3219601300;2959;1;1;2;2;1;2;0;3;0;3;3;1;2
3329689529;2661;1;1;1;2;2;0;0;1;0;1;3;0;2
3312604936;1616;2;1;1;0;1;0;0;2;0;0;0;0;1
3329778948;1639;1;1;1;0;1;1;0;2;1;0;0;0;1
3330058470;1441;2;1;1;0;1;1;0;2;1;0;0;0;1
3264294396;1399;1;1;1;0;1;0;0;2;0;0;0;0;1
3328613861;1167;1;2;0;0;0;2;0;0;0;0;0;1;2
3318380700;1461;1;1;1;1;1;0;1;2;0;0;0;0;1
3324415951;1797;2;2;2;2;2;2;0;0;0;1;3;1;2
3327315341;1849;1;2;2;0;2;1;0;0;1;0;1;0;2
3321064899;1446;2;1;0;0;1;0;0;2;0;0;0;0;2
3272172999;2308;2;1;1;1;1;1;2;4;1;0;0;0;1
3279667560;2167;2;1;1;1;1;0;1;3;0;0;1;0;1
3317866875;1065;1;1;1;0;1;0;0;1;0;0;0;0;1
3324563211;2073;2;2;2;0;1;0;0;1;0;0;3;0;2
3330795683;1264;2;2;0;0;2;2;0;0;0;0;2;1;2
3326573564;1516;2;1;1;0;1;1;0;1;1;0;1;0;1
3329414334;1468;2;2;0;0;2;2;0;0;0;0;1;1;2
3324518365;2562;2;1;1;1;1;0;2;4;0;0;0;0;1
3324244777;2014;2;2;2;2;1;1;0;1;1;1;1;0;2
3326699508;1723;1;1;0;0;2;0;0;1;0;0;2;0;1
3320957193;1378;1;1;1;0;2;1;0;2;1;0;1;0;1
3282436590;1007;2;2;0;0;2;2;0;0;0;0;1;1;2
3323121160;1714;1;2;1;1;1;0;1;3;0;0;0;0;1
3284933630;2023;1;1;2;2;2;0;1;0;0;1;3;0;2
3321831849;2058;1;2;1;1;2;2;1;2;0;1;1;1;2
3330844042;2184;2;2;2;2;2;2;0;2;0;1;2;1;2
3328015188;2649;1;1;1;2;2;0;0;1;0;1;3;0;2
3308177850;1277;1;2;0;0;2;0;0;0;0;0;1;0;2
3326588233;1400;1;1;1;0;1;1;0;2;1;0;0;0;1
3265468475;2022;1;2;1;1;2;1;1;2;1;0;2;0;1
3326269913;2241;1;1;1;1;1;2;1;4;0;0;0;1;1
3322506068;1331;2;1;0;0;1;0;0;2;0;0;0;0;1
3324782051;2010;2;1;2;2;1;0;0;1;0;1;1;0;2
3326395910;1809;1;2;2;0;2;2;0;0;0;0;3;1;2
3324782657;1696;1;1;1;1;1;1;1;3;1;0;0;0;1
3326030906;1695;1;1;1;0;1;0;0;3;0;0;0;0;1
3325725264;1801;2;2;2;0;1;0;0;1;0;0;2;0;2
3326493514;1547;2;2;2;0;1;2;0;1;0;0;1;1;2
3329518491;1523;2;2;2;2;1;2;0;2;0;1;1;1;2
3308441904;2528;1;1;1;1;2;0;1;3;0;0;1;0;1
3323211469;2621;1;2;2;2;2;0;0;1;0;2;4;0;2
3239070398;2352;1;1;1;1;1;1;1;2;1;0;2;0;1
3321515466;1752;1;2;2;0;2;1;0;0;1;0;2;0;2
3326854781;1322;2;2;2;0;2;2;0;0;0;0;2;1;2
3304019968;1635;2;2;2;2;2;2;0;0;0;1;3;1;2
3310823148;2082;2;1;2;2;2;0;0;2;0;1;1;0;2
3324255773;2811;1;2;1;1;2;0;2;0;0;0;5;0;1
3291914262;1574;1;1;1;1;1;1;1;2;1;0;1;0;1
3292340308;1507;2;2;2;0;2;0;0;0;0;0;2;0;2
3315936069;1923;2;1;2;0;2;0;0;0;0;0;2;0;2
3319805911;1985;2;1;1;0;1;0;0;2;0;0;0;0;1
3329260934;1662;2;2;2;0;2;0;0;0;0;0;2;0;2
3324626165;204;2;0;0;0;0;0;0;0;0;0;0;0;2
3234757204;1350;2;2;2;0;2;0;0;0;0;0;2;0;2
3320809546;1741;1;1;1;1;1;0;1;3;0;0;0;0;1
3324780567;1712;2;1;2;0;2;1;0;0;1;0;2;0;2
3329580241;1989;2;1;2;2;1;2;0;1;0;2;2;1;2
3284258021;1866;1;2;1;1;2;1;1;2;1;0;1;0;1
3322667384;2321;1;1;2;2;2;0;0;3;0;2;1;0;2
3329911332;1530;1;1;1;0;1;1;0;2;1;0;0;0;1
3323195724;2444;2;1;1;2;1;1;0;3;1;1;1;0;1
3266491878;195;1;0;0;0;0;0;0;0;0;0;0;0;1
3329967399;3691;2;2;2;1;1;0;1;4;0;1;2;0;1
3286156157;1982;2;2;1;2;1;0;0;3;0;1;0;0;1
3315822557;2370;1;1;2;2;2;2;0;1;0;1;3;1;2
3255771424;2137;1;1;1;1;1;0;1;4;0;0;0;0;1
3326141082;2092;1;2;1;2;2;1;1;2;1;1;1;0;1
3323137521;1956;2;2;2;2;2;0;0;0;0;1;3;0;2
3326748877;2479;2;1;2;1;1;1;1;2;1;1;2;0;2
3329353675;2029;2;2;2;2;1;0;0;2;0;1;1;0;2
3307247426;2158;2;2;2;0;2;2;0;1;0;0;2;1;2
3303786715;1904;2;2;2;0;2;2;0;0;0;0;4;1;2
3330222933;1556;2;1;2;2;1;0;0;1;0;1;1;0;2
3330770893;1607;1;1;2;0;2;0;0;0;0;0;2;0;2
3324617026;1916;1;1;2;0;2;0;0;0;0;0;3;0;2
3317579194;2667;1;2;1;1;1;1;2;4;1;0;0;0;1
3329677664;1111;2;2;0;0;2;2;0;0;0;0;1;1;2
3327949426;2148;2;2;2;2;2;0;0;2;0;2;2;0;2
3329680381;1725;2;1;1;1;2;2;1;1;0;0;2;1;1
3250363663;2468;2;2;2;2;2;2;0;1;0;1;4;1;2
3226806009;1841;1;2;1;2;1;2;0;4;0;1;0;1;2
3329228498;1714;1;2;2;2;1;0;0;1;0;1;1;0;2
3325674063;1951;1;1;1;0;2;0;0;0;0;0;3;0;2
3326546339;1989;1;1;2;1;1;0;1;1;0;0;2;0;2
3326246642;2484;2;2;2;2;2;1;0;0;1;1;3;0;1
3279357309;1959;2;2;2;2;2;2;0;0;0;1;2;1;2
3321453495;1844;2;1;1;0;2;2;0;0;0;0;2;1;1
3325742062;1441;1;1;1;1;1;1;1;2;1;0;0;0;1
3305781267;2105;2;2;2;0;2;0;0;0;0;0;3;0;2
